"","year","state","county","category","type","rate","unit","age","race","gender","fips","income"
"691","2016","GA","colquitt","Cardiovascular Diseases","All stroke",318.8,"per 100,000","Ages 65 years and older","Overall","Overall","13071",30214
"692","2014","GA","colquitt","Cardiovascular Diseases","All stroke",311,"per 100,000","Ages 65 years and older","Overall","Overall","13071",26867
"693","2015","GA","colquitt","Cardiovascular Diseases","All stroke",323.6,"per 100,000","Ages 65 years and older","Overall","Overall","13071",29829
"694","2017","GA","colquitt","Cardiovascular Diseases","All stroke",317.9,"per 100,000","Ages 65 years and older","Overall","Overall","13071",32166
"695","2019","GA","colquitt","Cardiovascular Diseases","All stroke",317.4,"per 100,000","Ages 65 years and older","Overall","Overall","13071",33677
"696","2018","GA","colquitt","Cardiovascular Diseases","All stroke",322.3,"per 100,000","Ages 65 years and older","Overall","Overall","13071",32669
"697","2013","GA","colquitt","Cardiovascular Diseases","All stroke",293.7,"per 100,000","Ages 65 years and older","Overall","Overall","13071",26955
"698","2011","GA","colquitt","Cardiovascular Diseases","All stroke",298.3,"per 100,000","Ages 65 years and older","Overall","Overall","13071",27538
"699","2010","GA","colquitt","Cardiovascular Diseases","All stroke",311.4,"per 100,000","Ages 65 years and older","Overall","Overall","13071",26107
"700","2012","GA","colquitt","Cardiovascular Diseases","All stroke",298.6,"per 100,000","Ages 65 years and older","Overall","Overall","13071",27876
"701","2013","GA","columbia","Cardiovascular Diseases","All stroke",13.3,"per 100,000","Ages 35-64 years","Overall","Overall","13073",43474
"702","2014","GA","columbia","Cardiovascular Diseases","All stroke",14.1,"per 100,000","Ages 35-64 years","Overall","Overall","13073",45334
"703","2019","GA","columbia","Cardiovascular Diseases","All stroke",15.8,"per 100,000","Ages 35-64 years","Overall","Overall","13073",53105
"704","2017","GA","columbia","Cardiovascular Diseases","All stroke",15.1,"per 100,000","Ages 35-64 years","Overall","Overall","13073",49091
"705","2016","GA","columbia","Cardiovascular Diseases","All stroke",15.2,"per 100,000","Ages 35-64 years","Overall","Overall","13073",48069
"706","2015","GA","columbia","Cardiovascular Diseases","All stroke",15.1,"per 100,000","Ages 35-64 years","Overall","Overall","13073",47000
"707","2011","GA","columbia","Cardiovascular Diseases","All stroke",13,"per 100,000","Ages 35-64 years","Overall","Overall","13073",42584
"708","2018","GA","columbia","Cardiovascular Diseases","All stroke",15.4,"per 100,000","Ages 35-64 years","Overall","Overall","13073",50717
"709","2012","GA","columbia","Cardiovascular Diseases","All stroke",12.9,"per 100,000","Ages 35-64 years","Overall","Overall","13073",43366
"710","2010","GA","columbia","Cardiovascular Diseases","All stroke",14.1,"per 100,000","Ages 35-64 years","Overall","Overall","13073",40563
"711","2015","GA","cook","Cardiovascular Diseases","All stroke",30.3,"per 100,000","Ages 35-64 years","Overall","Overall","13075",29700
"712","2011","GA","cook","Cardiovascular Diseases","All stroke",30.8,"per 100,000","Ages 35-64 years","Overall","Overall","13075",27109
"713","2016","GA","columbia","Cardiovascular Diseases","All stroke",231,"per 100,000","Ages 65 years and older","Overall","Overall","13073",48069
"714","2014","GA","columbia","Cardiovascular Diseases","All stroke",232.7,"per 100,000","Ages 65 years and older","Overall","Overall","13073",45334
"715","2015","GA","columbia","Cardiovascular Diseases","All stroke",231,"per 100,000","Ages 65 years and older","Overall","Overall","13073",47000
"716","2017","GA","columbia","Cardiovascular Diseases","All stroke",230.1,"per 100,000","Ages 65 years and older","Overall","Overall","13073",49091
"717","2019","GA","columbia","Cardiovascular Diseases","All stroke",217,"per 100,000","Ages 65 years and older","Overall","Overall","13073",53105
"718","2018","GA","columbia","Cardiovascular Diseases","All stroke",234.9,"per 100,000","Ages 65 years and older","Overall","Overall","13073",50717
"719","2013","GA","columbia","Cardiovascular Diseases","All stroke",238.7,"per 100,000","Ages 65 years and older","Overall","Overall","13073",43474
"720","2011","GA","columbia","Cardiovascular Diseases","All stroke",239.4,"per 100,000","Ages 65 years and older","Overall","Overall","13073",42584
"721","2010","GA","columbia","Cardiovascular Diseases","All stroke",251.7,"per 100,000","Ages 65 years and older","Overall","Overall","13073",40563
"722","2012","GA","columbia","Cardiovascular Diseases","All stroke",242,"per 100,000","Ages 65 years and older","Overall","Overall","13073",43366
"723","2018","GA","cook","Cardiovascular Diseases","All stroke",30.5,"per 100,000","Ages 35-64 years","Overall","Overall","13075",32410
"724","2013","GA","cook","Cardiovascular Diseases","All stroke",28.6,"per 100,000","Ages 35-64 years","Overall","Overall","13075",27912
"725","2014","GA","cook","Cardiovascular Diseases","All stroke",28.5,"per 100,000","Ages 35-64 years","Overall","Overall","13075",27828
"726","2019","GA","cook","Cardiovascular Diseases","All stroke",29.1,"per 100,000","Ages 35-64 years","Overall","Overall","13075",33537
"727","2017","GA","cook","Cardiovascular Diseases","All stroke",30.3,"per 100,000","Ages 35-64 years","Overall","Overall","13075",30985
"728","2016","GA","cook","Cardiovascular Diseases","All stroke",29.8,"per 100,000","Ages 35-64 years","Overall","Overall","13075",29765
"729","2012","GA","cook","Cardiovascular Diseases","All stroke",30.4,"per 100,000","Ages 35-64 years","Overall","Overall","13075",27609
"730","2010","GA","cook","Cardiovascular Diseases","All stroke",32.1,"per 100,000","Ages 35-64 years","Overall","Overall","13075",26080
"731","2016","GA","cook","Cardiovascular Diseases","All stroke",316.8,"per 100,000","Ages 65 years and older","Overall","Overall","13075",29765
"732","2014","GA","cook","Cardiovascular Diseases","All stroke",325.8,"per 100,000","Ages 65 years and older","Overall","Overall","13075",27828
"733","2015","GA","cook","Cardiovascular Diseases","All stroke",332,"per 100,000","Ages 65 years and older","Overall","Overall","13075",29700
"734","2017","GA","cook","Cardiovascular Diseases","All stroke",310.4,"per 100,000","Ages 65 years and older","Overall","Overall","13075",30985
"735","2019","GA","cook","Cardiovascular Diseases","All stroke",303.4,"per 100,000","Ages 65 years and older","Overall","Overall","13075",33537
"736","2018","GA","cook","Cardiovascular Diseases","All stroke",317.8,"per 100,000","Ages 65 years and older","Overall","Overall","13075",32410
"737","2013","GA","cook","Cardiovascular Diseases","All stroke",313.7,"per 100,000","Ages 65 years and older","Overall","Overall","13075",27912
"738","2011","GA","cook","Cardiovascular Diseases","All stroke",348.6,"per 100,000","Ages 65 years and older","Overall","Overall","13075",27109
"739","2010","GA","cook","Cardiovascular Diseases","All stroke",380.3,"per 100,000","Ages 65 years and older","Overall","Overall","13075",26080
"740","2012","GA","cook","Cardiovascular Diseases","All stroke",325,"per 100,000","Ages 65 years and older","Overall","Overall","13075",27609
"741","2013","GA","coweta","Cardiovascular Diseases","All stroke",14.5,"per 100,000","Ages 35-64 years","Overall","Overall","13077",38774
"742","2014","GA","coweta","Cardiovascular Diseases","All stroke",14.9,"per 100,000","Ages 35-64 years","Overall","Overall","13077",40676
"743","2019","GA","coweta","Cardiovascular Diseases","All stroke",16,"per 100,000","Ages 35-64 years","Overall","Overall","13077",50529
"744","2017","GA","coweta","Cardiovascular Diseases","All stroke",15.4,"per 100,000","Ages 35-64 years","Overall","Overall","13077",46225
"745","2016","GA","coweta","Cardiovascular Diseases","All stroke",15.8,"per 100,000","Ages 35-64 years","Overall","Overall","13077",44520
"746","2015","GA","coweta","Cardiovascular Diseases","All stroke",16,"per 100,000","Ages 35-64 years","Overall","Overall","13077",42432
"747","2011","GA","coweta","Cardiovascular Diseases","All stroke",15,"per 100,000","Ages 35-64 years","Overall","Overall","13077",35883
"748","2018","GA","coweta","Cardiovascular Diseases","All stroke",15.3,"per 100,000","Ages 35-64 years","Overall","Overall","13077",48430
"749","2012","GA","coweta","Cardiovascular Diseases","All stroke",14.8,"per 100,000","Ages 35-64 years","Overall","Overall","13077",37567
"750","2010","GA","coweta","Cardiovascular Diseases","All stroke",15.5,"per 100,000","Ages 35-64 years","Overall","Overall","13077",33681
"751","2011","GA","crisp","Cardiovascular Diseases","All stroke",26.7,"per 100,000","Ages 35-64 years","Overall","Overall","13081",26360
"752","2016","GA","coweta","Cardiovascular Diseases","All stroke",244.8,"per 100,000","Ages 65 years and older","Overall","Overall","13077",44520
"753","2014","GA","coweta","Cardiovascular Diseases","All stroke",248.8,"per 100,000","Ages 65 years and older","Overall","Overall","13077",40676
"754","2015","GA","coweta","Cardiovascular Diseases","All stroke",259.6,"per 100,000","Ages 65 years and older","Overall","Overall","13077",42432
"755","2017","GA","coweta","Cardiovascular Diseases","All stroke",254.6,"per 100,000","Ages 65 years and older","Overall","Overall","13077",46225
"756","2019","GA","coweta","Cardiovascular Diseases","All stroke",243.3,"per 100,000","Ages 65 years and older","Overall","Overall","13077",50529
"757","2018","GA","coweta","Cardiovascular Diseases","All stroke",257,"per 100,000","Ages 65 years and older","Overall","Overall","13077",48430
"758","2013","GA","coweta","Cardiovascular Diseases","All stroke",254.5,"per 100,000","Ages 65 years and older","Overall","Overall","13077",38774
"759","2011","GA","coweta","Cardiovascular Diseases","All stroke",278.5,"per 100,000","Ages 65 years and older","Overall","Overall","13077",35883
"760","2010","GA","coweta","Cardiovascular Diseases","All stroke",294.1,"per 100,000","Ages 65 years and older","Overall","Overall","13077",33681
"761","2012","GA","coweta","Cardiovascular Diseases","All stroke",254.1,"per 100,000","Ages 65 years and older","Overall","Overall","13077",37567
"762","2013","GA","crawford","Cardiovascular Diseases","All stroke",26.1,"per 100,000","Ages 35-64 years","Overall","Overall","13079",28882
"763","2014","GA","crawford","Cardiovascular Diseases","All stroke",27.3,"per 100,000","Ages 35-64 years","Overall","Overall","13079",29904
"764","2019","GA","crawford","Cardiovascular Diseases","All stroke",24.5,"per 100,000","Ages 35-64 years","Overall","Overall","13079",35090
"765","2017","GA","crawford","Cardiovascular Diseases","All stroke",25.8,"per 100,000","Ages 35-64 years","Overall","Overall","13079",33603
"766","2016","GA","crawford","Cardiovascular Diseases","All stroke",25.9,"per 100,000","Ages 35-64 years","Overall","Overall","13079",32009
"767","2015","GA","crawford","Cardiovascular Diseases","All stroke",27.4,"per 100,000","Ages 35-64 years","Overall","Overall","13079",31725
"768","2011","GA","crawford","Cardiovascular Diseases","All stroke",25.9,"per 100,000","Ages 35-64 years","Overall","Overall","13079",29670
"769","2018","GA","crawford","Cardiovascular Diseases","All stroke",25,"per 100,000","Ages 35-64 years","Overall","Overall","13079",34034
"770","2012","GA","crawford","Cardiovascular Diseases","All stroke",26.3,"per 100,000","Ages 35-64 years","Overall","Overall","13079",28596
"771","2010","GA","crawford","Cardiovascular Diseases","All stroke",28.3,"per 100,000","Ages 35-64 years","Overall","Overall","13079",28530
"772","2016","GA","crawford","Cardiovascular Diseases","All stroke",303.4,"per 100,000","Ages 65 years and older","Overall","Overall","13079",32009
"773","2014","GA","crawford","Cardiovascular Diseases","All stroke",305,"per 100,000","Ages 65 years and older","Overall","Overall","13079",29904
"774","2015","GA","crawford","Cardiovascular Diseases","All stroke",322.6,"per 100,000","Ages 65 years and older","Overall","Overall","13079",31725
"775","2017","GA","crawford","Cardiovascular Diseases","All stroke",301.6,"per 100,000","Ages 65 years and older","Overall","Overall","13079",33603
"776","2019","GA","crawford","Cardiovascular Diseases","All stroke",296.7,"per 100,000","Ages 65 years and older","Overall","Overall","13079",35090
"777","2018","GA","crawford","Cardiovascular Diseases","All stroke",313.2,"per 100,000","Ages 65 years and older","Overall","Overall","13079",34034
"778","2013","GA","crawford","Cardiovascular Diseases","All stroke",292.7,"per 100,000","Ages 65 years and older","Overall","Overall","13079",28882
"779","2011","GA","crawford","Cardiovascular Diseases","All stroke",305,"per 100,000","Ages 65 years and older","Overall","Overall","13079",29670
"780","2010","GA","crawford","Cardiovascular Diseases","All stroke",328.2,"per 100,000","Ages 65 years and older","Overall","Overall","13079",28530
"781","2012","GA","crawford","Cardiovascular Diseases","All stroke",293,"per 100,000","Ages 65 years and older","Overall","Overall","13079",28596
"782","2013","GA","crisp","Cardiovascular Diseases","All stroke",25.5,"per 100,000","Ages 35-64 years","Overall","Overall","13081",27190
"783","2014","GA","crisp","Cardiovascular Diseases","All stroke",26.2,"per 100,000","Ages 35-64 years","Overall","Overall","13081",28038
"784","2019","GA","crisp","Cardiovascular Diseases","All stroke",25.6,"per 100,000","Ages 35-64 years","Overall","Overall","13081",37640
"785","2017","GA","crisp","Cardiovascular Diseases","All stroke",26.3,"per 100,000","Ages 35-64 years","Overall","Overall","13081",33759
"786","2016","GA","crisp","Cardiovascular Diseases","All stroke",26,"per 100,000","Ages 35-64 years","Overall","Overall","13081",31530
"787","2015","GA","crisp","Cardiovascular Diseases","All stroke",27.1,"per 100,000","Ages 35-64 years","Overall","Overall","13081",30460
"788","2018","GA","crisp","Cardiovascular Diseases","All stroke",25.9,"per 100,000","Ages 35-64 years","Overall","Overall","13081",34823
"789","2012","GA","crisp","Cardiovascular Diseases","All stroke",27.2,"per 100,000","Ages 35-64 years","Overall","Overall","13081",26558
"790","2010","GA","crisp","Cardiovascular Diseases","All stroke",28.1,"per 100,000","Ages 35-64 years","Overall","Overall","13081",24023
"791","2016","GA","crisp","Cardiovascular Diseases","All stroke",250.6,"per 100,000","Ages 65 years and older","Overall","Overall","13081",31530
"792","2014","GA","crisp","Cardiovascular Diseases","All stroke",248,"per 100,000","Ages 65 years and older","Overall","Overall","13081",28038
